Dataset,Row ID,text,TARGET,MIGRANTS,POC,LGBT+,MUSLIMS,WOMEN,JEWS,other,DISABLED
DIALO_CONAN_Counterspeech,5455,"people of colour often don't get housing, jobs, or education, but everyone should have these opportunities.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4521,"Could you really give up your job, risk your life travelling unsafely, and completely uproot your family just for some benefits? Before the unrest forced them to leave their countries, many migrants had good lives. They would much rather be in their home with stability rather than come here, but it's the only thing left they can do. Also, can you speak a second language?",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4036,"That's not true. Homosexuality is not a disorder, its an individual matter. If you are against homosexuals you should talk to them face-to-face.",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4161,"Diversity is about inclusion, not an 'us or them' attitude. Loving someone of their own sex doesn't make them any less human.",LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2857,"Sexism is a cultural phenomenon, not a genetic one.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,5636,"In 1990, 1.1 million immigrants entered the US, and many of them were skilled workers who made great contributions to the development of our society.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3168,"Humans are born equal, and we all have the potential to be just as good as we want to be. Why do you think that some people are not human?",POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4368,"That's not something you should say. So many female politicians do a great job, showing that they can lead as well as men, sometimes better",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4206,"They both deserve to have a roof over their head, there are over six hundred thousand empty homes in this country not being used to house people. We might want to start building social housing again, maybe it's about time.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1620,Migrants are welcome. It is up to the government to decide which people will have the opportunity to live and work in a safe and integrated way in our country.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7857,"It's okay to be critical of information, but only if it is controversial. It's beyond disrespectful to deny one of the worst tragedy of human history and to label Jews as psychopaths. This is the same as hate crime.",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,7361,"We are all human beings with rights, and one of these rights is to live in a country without racial discrimination.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2111,So you think that sexual preference should be decided on the basis of the gender we were born into? How can we be friends when we continue to teach our children to love or not to love people on the basis of their personal sexual preferences?,LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4851,Migrants and asylum seekers are generally seeking work. Thieves can come from any section of society although it is accepted that crime is largely as product of poverty rather than race.,POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3526,"Many European countries have been in recession since 2010, and this has not much to do with immigrants.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1970,The migrants that enter the UK come here to work.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,101,"Every religion has extremists, but the vast majority of Muslims condemn the actions of terrorist groups like the Taliban. They do not reflect Muslims as a whole.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6058,"Islam is actually a religion about peace, not about hate and violence.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1504,"Yes, that's true, and they are tracking you right now... You better watch out!",['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,1071,"Women are not inherently weak, strength is not only about physical strength or weightlifting.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,277,"In all free societies, every individuals has the opportunity to succeeded. But this holds true, regardless of religious or ethnic membership.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6257,Immigration greatly helps the UK economy by contributing to its GDP. How can immigrants be a burden to the country then?,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1898,"Not all Muslims are from the Middle East. Many of them are European, and many of them came here to escape persecution.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3833,"Does it seem like a good idea to deport all immigrants, when there are so many of them peacefully living in the country? What about their human rights?",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6691,"Jews are not a problem in Hollywood. They are a part of our society that contributed a lot to art, technology and science. We should be proud of that.",['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,837,Evidence please?,MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1764,The right to life for black people is the same as the right to life for any other race: it should be respected.,POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8151,"How do you know black people are criminals? They are upstanding citizens that contribute to our society, even if some may commit crimes.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4040,"It sounds like you don't realize that women don't think highly of people who believe women are here simply to play roles in their life, and not complex human beings.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4576,"Immigrants do nothing but give their lives for our country, just like the rest of us. Happiness and the ability to choose for themselves are their rights.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,967,"They are not necessarily 'a Westerner', still a human being and a citizen.",POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1480,"The problem with the migrants is not in their names, but in the fact that the EU fails to integrate them.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3965,"Maybe you should check your own feelings. Moreover, if you are concerned about our country's security, you should carefully check crime statistics first.",POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1344,Please note that statistics from around the world clearly show that homosexuality is not a danger to children.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1739,"People can change their minds about Islam and its believers, all it takes is enough love and acceptance.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2352,"Well, foreigners are certainly not a 'problem' in our country, we are happy to have them around.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3993,"Why is it that women have become more empathic than men? To me, the emotional state doesn't seem to be affected by gender.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,578,"Many countries allow gay men to donate with no deferral. This proves it is safe, unless they are all crazy of course.[$URL$]",LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3450,"Aren't you referring to Peter Pan syndrome, which is more common amongst men?",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,1121,"Migrants come here for a better life, not to disturb people.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4967,"Some people may live in a society of imbeciles, but this doesn't mean that you can criticize Muslims.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3528,"We need to address the root causes of the oppression of Women, not the symptoms.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,2003,Do you really believe that all Jews are racists? Maybe you should work harder to understand them.,JEWS,0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,2064,Maybe the way you view people who are different from you is much more threatening than the crimes you allege they commit?,POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1429,"Yes, 66% of European women do work. But they are underpaid. The gender pay gap in Europe is around 15%. This means that on average, a man earns 15% more than a woman.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,1531,"I'm sorry, but you are wrong: It is EXACLTY about the American dream when you strive to improve your lot in life.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,643,"According to modern thinking, race is a social construct and there is no specific genetic difference, every person is defined by their own genetic makeup.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2071,"A lot of Jewish are self-made, working class, and middle-class. Not all are involved in the financial industry. Where is the evidence for your claim?",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,7066,"The LGBT community is made up of many people, and the majority of LGBT people are peaceful people who share our values. To suggest that everyone is sick or ill from being gay is wrong, because homosexuality is not a disease but a sexual orientation.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5149,"How can this be true? In this country, people can live following the values set by the US constitution, and not by fear.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2001,"The laws which prohibit discrimination include protection of the rights of others, regardless of religion, sexual orientation, or national origin.",other,0,0,0,0,0,0,1.0,0.0
DIALO_CONAN_Counterspeech,8296,"It's a bit like saying something insulting to someone and be surprised when they feel, in fact, insulted. Do you see the problem?",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,112,"The fact that ocean pollution is a huge environmental problems, does not rule out that climate change is a global problem too, and everyone should help to combat it.",other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,1470,"Even if it is a problem for black people to be unemployed, it is a problem for everybody else as well because people of colour are part of society.",POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2914,"Muslims are our brothers and sisters. If you compare your genes with those of a Muslim, you will find out you are sharing 99.9% of them.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4547,And if there are people in need put in houses that aren't used? What's the problem?,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4175,"To suggest that criminal or terrorist activity is being planned in lots of mosques is an unfair generalisation. Yeah, there've been instances of that but to put all mosques under suspicion of terrorism and monitor them is unnecessary and hostile.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5052,Why are you saying this? Islam is a religion of peace.,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6610,Feminists are more focused on trying to emancipate women rather than trying to divide society,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,1872,"It is not true that gays are perverts. I think it is more appropriate to say that they are attracted to people of the same sex: and this is not a perversion, just a preference.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1171,The Qur'an is not an ideology of conquest. If you wanted to impose your religion on anyone you would rather be a fundamentalist of any culture and religion.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2251,The LGBT community is often stereotyped as not 'being like other minorities' when in fact they are no different from other people. They are just dealing with prejudices and conflicts that are specific to their community.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,47,"Soft and emotinal' are personality traits, may I sugesst you read up on the #HeforShe movement that works for equal rights for men and women, and aims to stop the stigma around men showing emotions.",WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,527,An article dated 3 years ago quoting Christopher Chope. Very reliable!,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,471,"It's not 'encouraging' it. If you think exposing your children to gay people will 'encourage' them to be gay, I don't think you understand how sexuality works. If your children are gay, they'll be gay, if they're straight, they'll be straight, and you should love them for who they are either way!",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,844,"Women make up over 45% of the labour force in the UK and they should be allowed to have their say, but this seems not to be the case. What happened to the rule of law?",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,2483,Job applicants with non-Muslim names are 3 times more likely to get a job interview than those with Muslim names. Remind me again why it is that they struggle to find work?,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4450,"I don't believe this can be generalized to all Muslims. Some people have big families, some people need benefits from the state, but they're not all Muslims.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2049,"Muslims make up around 5% of the population in Europe, which is more than three times less than they were in 1100. They have contributed greatly to our civilisation. Their diversity is part of what makes Europe so great as well.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2236,"Many Muslims are good people, contributing to our country and society.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2162,"Even if some Muslims in our country are of Arab origin, that does not mean they should be discriminated against.",other,0,0,0,0,0,0,1.0,0.0
Multi_CONAN_Counterspeech,3160,The vast majority of people of color are good people who have built our communities. So why would what you're saying be true?,POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2784,"Women are oppressed in many societies, I wish our society was different.",WOMEN,0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,1348,"For some reason, this seems like a personal attack on lesbians, which is extremely disingenuous. Maybe you should try to get a little more friendly with them.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1893,"Well, I'm not sure about what you mean. Some women are just fighting for equality in society. To be honest, I'm sure that many others don't have the courage to speak out. The 'trouble' you are referring to is helpful for all women.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,2228,Many refugees and migrants have worked hard for the success of our country and have created good jobs for British people.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5324,We must respect diversity in order to have everyone enjoying a stable and fulfilling life.,['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,956,Maybe the black community also feels unsafe in their own houses with so many people glaring at them...,POC,0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2883,"Islam is a religion, no one is forcing anyone to believe in it. It's not a sickness or a cancer.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5511,"I'm sorry, but having a particular racial identity doesn't automatically makes someone bad or inferior.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6501,"Women are human beings with human rights, they are to be respected as such.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,3346,"A gay man may be strong or weak, just like any other man. His worth do not vary. They are all human beings with human rights.",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1922,There are many Muslims in Europe and many are very happy with their lives in our society. How can it be a win-win situation for them? Not to mention that ethnic cleansing is a crime under international law...,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5497,"You know the real problem is not same sex marriage but people being homophobic, right?",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6222,Just because a group has a bad reputation doesn't mean that all its members - black people - are criminals.,['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8238,"The only thing to be woke about is accepting that the LGBT community exist, rather than being concerned about what they are doing.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4229,It doesn't matter what religion they are. It is their right to profess their religion. What is the problem?,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1088,"Then, what does Jew should look like? What is their ""physical nature""? Can a Black person be a Jew? Can an East Asian or Indian person be a Jew? What about someone born Christian and then became Jewish? Do you see that blood, religion, and malevolence are not correlated at all?",['JEWS'],0,0,0,0,0,1,0.0,0.0
Multi_CONAN_Counterspeech,1726,"It is often claimed that Islam is about exclusion, but this is a lie.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4446,Muslims have been a part of this country since its beginnings and have always been a part of our society. They are our brothers and sisters.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3463,This is not true. Muslims have been and are persecuted in many non Muslim countries. They are human beings with human rights..,['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3513,"Well, I'm not sure about what you mean. Some women are just fighting for equality in society. To be honest, I'm sure that many others don't have the courage to speak out. The 'trouble' you are referring to is helpful for all women.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,3659,"Muslims are part of the European Union, and they are entitled to be here.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4023,Gay men have been shown time and time again to be very peaceful people.,LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,902,"This may be true, but the Jews do not represent the only minority in our upper-middle-class society.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,7740,"So youre telling me you're not a homophobe, but at the same time you want to force gays to change who they are. LGBT people are to be respected like anyone else.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8079,"They do have the right to vote and we have to respect people's right to vote. It should be up to the British government to decide who can and who can't vote, not up to you.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,674,"This is just a terminological nuance. Once body-shaming of obese people is normalised by your definition of ""societal disapproval"", it will be difficult to ensure that individual members of society carefully consider their exact message before treating overweight people with rudeness.",other,0,0,0,0,0,0,1.0,0.0
DIALO_CONAN_Counterspeech,6816,"Despite what many people claim, LGBT people are not sick nor is homosexuality a disease. LGBT people have every right to participate in society without being discriminated against.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5024,The idea that Jews are trying to overthrow the government is completely groundless. I honestly don't see any link between Jewish people and the overthrow of our government.,['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,994,The number of illegal immigrants entering the US has actually more than halved in the last 20 years. To make your point that migrants are all criminals is just plain wrong.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6660,"Would you be happy if someone decided you had to be isolated only because they think you're ""an abomination to god"" for some random reason?",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5804,Migrant skilled workers are an essential resource for growing businesses.,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4759,"We are all equal before the law, and I don't think you can say that they are any less than a person, regardless of their sexual orientation.",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1106,"On the contrary, we are welcoming many refugees into our country and promoting their integration. We are proud of this successful integration story.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4242,"This is fundamentally wrong. You are entitled to believe whatever you want, but Islam is focussed on peace rather than violence..",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,1526,"Slavery was banned in the UK in 1833, when slaves were legally owned by white owners. It is based on racism and I can't see how it could survive today.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7194,"Homosexuality is not a problem, it is a way of life as acceptable as any other. There is no evidence that they are insane, and we can't isolate them only because someone doesn't like them.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3304,"It is important to acknowledge that there are people who suffer from physical disabilities. Also, in many societies, an individual's physical condition is an issue they are discriminated against because of.",DISABLED,0,0,0,0,0,0,0.0,1.0
Multi_CONAN_Counterspeech,1659,The rape of a child by a non-migrant adult is rape too. It is too simplistic to blame immigrants.,MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,172,"Jacinda Arden, the Prime Minister of New Zealand, for one. She managed to lead a country through a pandemic more successfully than any other countries ruled by men, and has dealt well with events like extreme weather events, terrorist attacks, all done diplomatically and calmly.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,1023,"If it's a cultural issue then they should teach about the N-word only in history classes. Otherwise, it's just another excuse to justify racism.",POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,1252,"The feminism does not inhibit the imagination, it promotes inclusive ideas and inclusive ideas promote a more equal society.",WOMEN,0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,126,To recognise and accept others isn't state enforcement. It's just stating that we should stop the persecusion of people who have different private lifes.,LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3491,"Migrants from the countries specified as having a 'very high' rate of immigration into the UK, are often accused of being unwilling to integrate. This is simply not true. If they do not want to integrate and don't like our country, why would they come here in the first place? Are they masochists or what?",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5354,"Well, I hate to break it to you but this is EXACTLY what the American dream is about: to strive to improve your life.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4244,To see Muslims as enemies and their presence as a threat can create a climate of fear that can have a negative effect on a society. Why do you think this?,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8304,"Are you sure that this is true? Because Jews are not a ""different race"", they just have a different faith, why would they want to ruin us?",['JEWS'],0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,5971,"The LGBT community is positive and diverse. They contributed to society and in creating new communities, so I think they're full of life.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7830,Mindsets like this are part of the problem. We need to respect and accept LGBT people.,['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2333,"The majority of people who are gay are not involved with sex with children. Instead, they are contributing members of society.",LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2562,Islam does not promote hate against anybody.,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3146,Feminism is all about empowerment and the right of every human being to be respected and protected. It is not about denying anybody's values.,['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,5193,"Like most human beings, some women are better than others at certain things and men don't need to intervene to fix this.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
Multi_CONAN_Counterspeech,3252,"This is not true. The refugees fleeing wars are often persecuted for their religion and culture, and even killed. Many of them have never harmed anyone, and their contribution is very valuable to our society.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,793,"I'm sorry, but you are wrong: It is EXACLTY about the American dream when you strive to improve your lot in life.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3767,"This is a lie, but the real question is: why did you write about the Holocaust? Why didn't you write about the current political and economic crisis? Because they seem the true cause of your anger and frustration.",JEWS,0,0,0,0,0,1,0.0,0.0
DIALO_CONAN_Counterspeech,6247,"Please don't scapegoat people of color this way. They are our brothers and sisters, and we share the same problems. Black people suffer from violence too.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2764,Aren't those people raised as white supremacists much more harmful to a cohesive society?,['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,566,"Only questionnaires and history of sexual contact should identify a donor as safe or unsafe, not their sexual preferences.",LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5303,"Did you spy a lot of homosexuals? Not all of them have multiple partners, many prefer to have only one. This goes for heterosexuals too.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4574,"Homosexuality is a sexual orientation, predjudice is sickness which afflicts society.",LGBT+,0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,279,"Firstly, I don't think this is as widespread as you're proposing. Secondly, why would you have a problem if other people choose to be in interracial relationships? Who somebody else loves has no effect on your life.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,8218,"The vast majority of Muslims are very accepting of non-Muslim people, the same can't be said for non-Muslims...",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,5048,"No, migrants pay taxes, earn a salary, and care for our sick and elderly.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4915,"The law allows people with disabilities to work, but it doesn't make it mandatory. You might find that in some countries this rule is not followed, but this a problem of discrimination.",DISABLED,0,0,0,0,0,0,0.0,1.0
DIALO_CONAN_Counterspeech,8096,"The problem is that old generations were socialised to fear and hate LGBT people, which fed their prejudices. This is not acceptable anymore in our society.",['LGBT+'],0,0,1,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3203,"Women have the potential to achieve great things, and it is up to us to give them the opportunity.",['WOMEN'],0,0,0,0,1,0,0.0,0.0
DIALO_CONAN_Counterspeech,4127,Wasn't it last year that every rough sleeper was offered a bed during lockdown?,['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7592,Yes they do. Privileges and rights are the same for everyone.,['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,7981,"The Constitution also guarantees the right to have your beliefs respected, especially when the religion - in this case Islam - is peaceful.",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3063,Feminism is about standing up for weaker people and trying to make the world a better place. Its not about standing on the side of the oppressors.,LGBT+,0,0,1,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,2416,"We must understand and address the true causes behind terrorist attacks, so that we can prevent future ones.",MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2499,"I can't see how it's time for us to ""wake up"" when they are still suffering from the legacy of slavery.",['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6246,"My conclusion is that the problem with society at the moment is that we focus so much on scapegoating people that have a different skin color, that we're losing our humanity.",['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4201,"The Middle East and Africa are countries that have suffered from centuries of colonialism, racism and war. The state of refugees in the UK is the result of these people seeking a peaceful place to live.",MIGRANTS,1,0,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,4560,"Migration is nothing new in the UK, there has been mass immigration of skilled workers from Asia and the Caribbeans even after the war to fill gaps in the workforce. What has changed is how the media portrays it, causing panic about the level of migration.",['MIGRANTS'],1,0,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,4081,"On the contrary: the idea of ""natural"" superiority is a myth that has been used to justify racial discrimination and exclusion. Therefore we are all ""created equal"" and ""equal"" both in the eyes of the law of God and of men.",POC,0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,3311,I'd like to see a reduction in cases of discrimination against autistic people. They are no danger.,DISABLED,0,0,0,0,0,0,0.0,1.0
DIALO_CONAN_Counterspeech,71,"No, there obviously are some terrorists who are Muslim, but the vast majority of Muslims are peaceful and are appalled by the actions of those who commit violent acts of extremism",['MUSLIMS'],0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,2167,The majority of people of color who live here are contributing members of our society. Why shouldn't they live here?,['POC'],0,1,0,0,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,3992,The statement 'black people are subhuman' is not true. They are human beings with a human value.,['POC'],0,1,0,0,0,0,0.0,0.0
Multi_CONAN_Counterspeech,766,Maybe the ones intolerant of Islam and Muslims are the ones that are ignorant about what it truly is?,MUSLIMS,0,0,0,1,0,0,0.0,0.0
DIALO_CONAN_Counterspeech,6215,"Do you mean that they could learn from the political contributions of men? Still, how do you explain that in 2019 more than 40% of the European Parliament was made up by women?",['WOMEN'],0,0,0,0,1,0,0.0,0.0
