Dataset,Row ID,Hate_Speech,Counter_Speech,Target,Target_2
Multi_CONAN,4527,Mentally disabled people are incabable of education and should not be accepted in schools.,"If you really cared about people with mental health issues, you would be accepting them in schools. If you truly wanted to raise awareness of mental health issues, you should talk more about them, and not ban them.",DISABLED,
Multi_CONAN,4528,Disabled people are a burden to society.,"Everyone, regardless of their physical or mental impairments, is capable of contributing to society.",DISABLED,
Multi_CONAN,4529,Jewish are taking over our country and should be banned.,"What percentage of people in the US are Jewish and in a position of power? If you knew, you wouldn't be saying that.",JEWS,
Multi_CONAN,4530,Jews control the government.,Would you say the same thing of any other religion? What if this was said about yours?,JEWS,
Multi_CONAN,4531,The Jews control the banks.,"So how come the media doesn't report about Jewish power in the financial world? Maybe it's because they also control the media, the government, and have many powerful friends working for the Galactic Republic... #sarcasm",JEWS,
Multi_CONAN,4532,Jewish folks are evil.,Why should they be? They are just people with a different faith than you.,JEWS,
Multi_CONAN,4533,Jewish folks shouldn't vote.,"Why shouldn't they? They are citizens, just like everyone else.",JEWS,
Multi_CONAN,4534,Jewish folks aren't part of our society.,Even if they are Jewish they are still part of our society. You don't have a point here.,JEWS,
Multi_CONAN,4535,Fucking jews are a plague. They have poisoned our youth. They have taken over our country.,"They have certainly not poisoned our youth: the truth is that many of them are good people, and have worked hard for our country. I can't see how they can be a plague.",JEWS,
Multi_CONAN,4536,Jews control the U.S. government.,How can you be sure that the Jews control the U.S. government? Being a U.S. citizen does not automatically imply that they control the government.,JEWS,
Multi_CONAN,4537,The Jews control the U.S. government.,"That is not true, the percentage of Jews in the U.S. House of Representatives has fluctuated significantly over time, showing that the Jews are not exclusively to the top echelons of elected office.",JEWS,
Multi_CONAN,4538,The Jews control the U.S. government.,How can you be sure that Jews control the U.S. government? Does it seem plausible to you? Do you have any proof?,JEWS,
Multi_CONAN,4539,Our live would be better if the jews were not allowed to enter our country.,How can you say something as discriminatory as this?,JEWS,
Multi_CONAN,4540,Jews are greedy and a bunch of opportunists.,"Some people are indeed opportunists, but not all Jewish are. Why do you say so?",JEWS,
Multi_CONAN,4541,We should get rid of the Jews.,Why should we? They have been here a long time and are just here to live a peaceful life. Why should we get rid of them? We can do better than this.,JEWS,
Multi_CONAN,4542,"There are Jewish murderers in the news today. It is good to report them, because they are all murderers.","This can be a dangerous thing to do: identifying a whole group of people as criminals, who have not done anything wrong, just because of their religion.",JEWS,
Multi_CONAN,4543,Jewish folks are less human.,"Jews should not be persecuted for being Jews, as no one should be persecuted for their religion.",JEWS,
Multi_CONAN,4544,It's ok to call gay men fags.,"You call a human being by their sexual orientation? That is discrimination, pure and simple.",LGBT+,
Multi_CONAN,4545,Gay men are diseased and should go to a hospital.,"What about all the gay men and lesbians in the US who live an happy, healthy and prosperous life? Are they sick as well?",LGBT+,
Multi_CONAN,4546,Gays are a burden to our society.,"Gay people are people too. Just like anyone else. Being gay isn't a problem for you, is it?",LGBT+,
Multi_CONAN,4547,Gays are all perverts who practice depravity.,You are wrong: it is not true that 'all homosexuals are perverts'. It is simply a person's personal experience to love who they love.,LGBT+,
Multi_CONAN,4548,"Faggots are just a bunch of liars and perverts, they should be deleted.","There are many homosexuals in this world who are model citizens, and many heterosexuals that are not, and that is totally fine. Why are you saying that?",LGBT+,
Multi_CONAN,4549,Faggots are not welcome here.,Your statement is not welcome in our country.,LGBT+,
Multi_CONAN,4550,Gay men are weak.,"I don't think it's a question of strength or weakness, I think it's about living in a society where you can love who you want. Maybe you should just accept that other people live their life as they want.",LGBT+,
Multi_CONAN,4551,"I'm sorry, but if you want to be treated as an equal before the law, you have to be heterosexual.","It's not necessary to be heterosexual, but it's important that we respect everyone's personal rights to love who they want.",LGBT+,
Multi_CONAN,4552,The best way to deal with homophobia is to legalize it. Take away gay people's rights and replace them with none.,LGBT+ people are just as welcome in heterosexual communities as in other communities. Maybe we should take away discrimination instead.,LGBT+,
Multi_CONAN,4553,Nonbinary folks shouldn't exist.,"Nonbinary people can partially identify as either male or female, or as neither male nor female. Therefore, it seems the terminology is fitting, and that they exist: why don't you accept that?",LGBT+,
Multi_CONAN,4554,Gays are perverts who have brought AIDS to the US.,"This is not true, what proof do you have of this?",LGBT+,
Multi_CONAN,4555,Gays in the closet are a problem.,The fact is that there are individuals in the LGBT+ community who are fearful to expose their identity is the issue. I don't understand how someone being in the closet is a problem to you.What are you doing to make them feel safe enough to be who they are?,LGBT+,
Multi_CONAN,4556,Lesbians deserve to be discriminated against.,"For some reason, this seems like a personal attack on lesbians, which is extremely disingenuous. Maybe you should try to get a little more friendly with them.",LGBT+,
Multi_CONAN,4557,Lesbians deserve to be discriminated against.,"Well, not in particular: many people are suffering from homophobia. I think it would be a shame to keep on hating.",LGBT+,
Multi_CONAN,4558,"Lesbians deserve to be discriminated against. If they don't want that, they'd better give in to heterosexuality.","Do you really think that 'they'd better give in' when it comes to their own preferences? We aren't all gay, or lesbian, bisexual, transgender or intersex, but some people are. That's all.",LGBT+,
Multi_CONAN,4559,"Lesbians deserve to be discriminated against. If they don't want that, they'd better give in to heterosexuality.",Being gay is not a choice. What makes you think it is?,LGBT+,
Multi_CONAN,4560,Gays are perverts.,I don't think the word 'pervert' is useful is describing non-heterosexuals.,LGBT+,
Multi_CONAN,4561,"I do not know about you, but I have never heard of a gay person being a good one.","It's true that there are bad gay people, but being gay doesn't make them bad people by default, or people to hate.",LGBT+,
Multi_CONAN,4562,Homosexuals are promiscuous and usually have sex with as many as 10 different partners a week.,"Who have you been spying on? Not all homosexuals have multiple partners. Some find it fulfilling to have only one sexual partner. And that is valid for heterosexuals, too.",LGBT+,
Multi_CONAN,4563,"I can't stand homosexuals, they are just trouble. They are ruining so many countries.","If a person is gay, they are likely to experience some kind of discrimination in their life. Understanding the problem from the perspective of the people affected by it can help to create a better society.",LGBT+,
Multi_CONAN,4564,"Gays are perverts, and should be isolated.","Gays are not perverts, they have the same rights to love as anyone else. What do you think will happen if all gay people are asked to leave our country? Will they be denied entry, or will they be persecuted in your opinion? This is not how an inclusive society works.",LGBT+,
Multi_CONAN,4565,Gays are a burden to society.,Don't you think they are doing just as good as anyone else? You can't be so harsh because of their sexual orientation. How about some respect?,LGBT+,
Multi_CONAN,4566,Gay men are all perverts.,"LGBT+ people are often harassed, bullied and even murdered. The police cannot protect everyone from bigotry and violence, so it is very harmful to speak of gay people as if they were all affected by harmful tendencies.",LGBT+,
Multi_CONAN,4567,Gay men are disgusting.,"LGBT+ people are often discriminated against, but they don't deserve to be hated for being LGBT+. Why don't you just find their sexual orientation to be different from your own experience without judging it?",LGBT+,
Multi_CONAN,4568,"Gays are an abomination, and they should be banned from every country in the world.","It is a myth that being gay is incompatible with being a citizen of any country. There is nothing wrong with it, if they fulfill the legal criteria for being citizens.",LGBT+,
Multi_CONAN,4569,Gays are perverts. Their lifestyle is to be condemned.,This is not true. I find it very offensive that someone can pinpoint homosexuality as something perverted in itself.,LGBT+,
Multi_CONAN,4570,Gays are just disgusting: why don't they just stop being faggots?,I don't think it is a good idea to suggest that homosexuality is a choice. What if your child were to come out as gay? This is a very serious issue.,LGBT+,
Multi_CONAN,4571,"We should stop gays from being part of our society, they are spreading their illness.","Homosexuality is not a disease and every person in our society should be accepted equally, regardless of their sexual orientation.",LGBT+,
Multi_CONAN,4572,We should stop gays. They should be isolated.,We shouldn't isolate gays. There are plenty of people who need to learn respecting other sexual identites and it can only be possible if LGBT+ people are accepted as they are in our communities.,LGBT+,
Multi_CONAN,4573,We should stop gays. They are a shame.,"People should be proud of their sexual orientation, and this is a sign that there is space for trust and acceptance within society",LGBT+,
Multi_CONAN,4574,Homosexuality is a disease.,"Homosexuality is a sexual orientation, predjudice is sickness which afflicts society.",LGBT+,
Multi_CONAN,4575,Gay people should be banned from schools.,"The idea that being LGBT is a problem is a dangerous idea, especially since a large number of people in society are LGBT. Therefore, I believe that if there is a problem in schools it's better addressing it, rather than banning LGBT people.",LGBT+,
Multi_CONAN,4576,All gay men have AIDS.,"Well, perhaps you should focus on how you can help the people with this disease, instead of random claiming that an entire minority suffers from it.",LGBT+,
Multi_CONAN,4577,Faggots are a bunch of hypocrites.,"Well, being a hypocrite is not a question of being gay or not. However, the important thing is respecting other people's sexual orientation and not violating their rights.",LGBT+,
Multi_CONAN,4578,Faggots should all be killed because the Bible says so.,"Since when has the Bible said that it is okay to kill gays? Are you saying you are OK with gays being executed? All people have right to life, regardless of their sexuality.",LGBT+,
Multi_CONAN,4579,Faggots are a bunch of criminals. They are ruining our beautiful country.,Have you checked the records of all the gay offenders? Or do you think that those stats are completely inaccurate? Maybe you should check those before making such claims.,LGBT+,
Multi_CONAN,4580,Faggots are a bunch of crooks and perverts. They are not welcome here.,"They are to be welcomed into any country they want to live and love, and they have the right to do that.",LGBT+,
Multi_CONAN,4581,Gay men are promiscuous.,Gay men are not promiscuous. To suggest otherwise is to be grossly generalistic. How many gay men do you know?,LGBT+,
Multi_CONAN,4582,All immigrants are illegal and freeloaders.,Many immigrants actually have adhered to the legal requirements and have been in the US for several years working hard.,MIGRANTS,
Multi_CONAN,4583,"Migrants rape British women, so they deserve our hate.","This is not true. Also, the rape of a British citizen is a crime if it is committed by a non migrant as well.",MIGRANTS,
Multi_CONAN,4584,Immigrants steal our jobs: they must be stopped.,Many immigrants started their own companies: this is not 'stealing our jobs'.,MIGRANTS,
Multi_CONAN,4585,Foreigners are a burden to our country.,Many immigrants work hard for the success of our country. We should not blame them.,MIGRANTS,
Multi_CONAN,4586,Immigrants contribute nothing to society.,The fact that immigrants come from another country doesn't mean that they have nothing to contribute to ours. You may want to check the statistics on their economic contribution.,MIGRANTS,
Multi_CONAN,4587,Immigrants contribute nothing to society.,The question is whether their value for our society can outweigh our fear of them.,MIGRANTS,
Multi_CONAN,4588,Immigrants contribute nothing to society.,"The contribution of immigrants to our country is huge, because they help to create new jobs and create new wealth for us.",MIGRANTS,
Multi_CONAN,4589,Migrants steal our jobs.,"Did you know that many workers who are employed by construction, restaurant staff, and many other jobs are immigrants? Do you know why? Because we don't want to do those jobs anymore, that's why!",MIGRANTS,
Multi_CONAN,4590,Migrants steal our jobs and don't pay taxes.,"Migrants don't 'steal our jobs', and they also pay taxes to support their health, housing, and education, just like the rest of us",MIGRANTS,
Multi_CONAN,4591,"I can't stand migrants, I hope they starve to death.",The Western world has seen a high rate of immigration in recent years. Many of those refugees are fleeing conflict and poverty. To treat them with hate is of no help to them and to us.,MIGRANTS,
Multi_CONAN,4592,"Migrants have no place here, we can't accept them.","There are many cultures, many languages, many religions, that are not mutually exclusive. To imply that they are somehow not acceptable is a misuse of the truth.",MIGRANTS,
Multi_CONAN,4593,People from the underdeveloped world who cometo this country are just too different from us. They are the true problem.,All countries in the world have different cultures and different beliefs. We should try to understand the true situation of those people and accept them.,MIGRANTS,
Multi_CONAN,4594,"Immigrants look like monkeys, maybe they are?",I don't see how coming from another country makes them any less human.,MIGRANTS,
Multi_CONAN,4595,Immigration is the biggest problem in the UK.,"How big is the immigration problem? Do you measure it in square kilometers? I am not sure, maybe you should show me your reference for this claim.",MIGRANTS,
Multi_CONAN,4596,We should stop migrants from coming in: they are increasing crime level and they should just be all killed.,What you say is terrible. Such an irrational slaughter would be a crime against humanity.,MIGRANTS,
Multi_CONAN,4597,"Immigrants don't want to integrate, they just want to get away with it: they should be despised.",Are you suggesting that everyone should be subjected to discrimination because of their origin? Then you are certainly not representative of most people in the UK.,MIGRANTS,
Multi_CONAN,4598,Immigrants are bad and need to be sent back to their own country.,I think this statement may have more to do with what country a person is from than with who they are. Would you say the same to a migrant coming from Finland?,MIGRANTS,
Multi_CONAN,4599,Migrants steal our jobs.,There is no evidence that migrants steal our jobs. Maybe they simply don't do the jobs you'd expect them to do?,MIGRANTS,
Multi_CONAN,4600,Migrants steal our jobs.,I would like to see more comprehensive and reliable statistics on this issue. Could you provide any?,MIGRANTS,
Multi_CONAN,4601,Immigrants steal our jobs and even our pensions.,Could you provide a link to some evidence for what you're saying?,MIGRANTS,
Multi_CONAN,4602,Immigrants steal our jobs and even our pensions.,Do you have any facts to back up your claim that they steal our jobs and our pensions?,MIGRANTS,
Multi_CONAN,4603,"Migrants are a burden to the host country, they are not welcome and we should remove them.","Immigrants come here to work and pay taxes. They want to contribute and integrate, so there is no need consider them a burden?",MIGRANTS,
Multi_CONAN,4604,"Migrants are a burden to society, they are not welcome and they are not entitled to stay in the UK.","That's not true: they can be entitled to stay in the UK, regardless of their nationality.",MIGRANTS,
Multi_CONAN,4605,Migrants rape our women.,"The problem is gender-based violence, not migrants. Rape is a crime regardless of immigration status.",MIGRANTS,
Multi_CONAN,4606,Migrants are lazy and don't work.,"The problem is the unequal distribution of opportunity. The more migrants are educated and integrated, the better their chances are of getting a job.",MIGRANTS,
Multi_CONAN,4607,Migrants rape our women.,"It is not true that all migrants are rapists. It is better to target the problem at hand, that is rape itself, not migrants.",MIGRANTS,
Multi_CONAN,4608,"I am surprised that there are migrants working in other nations as well, it isn't normal.","Being employed as a foreigner is a normal, mainstream, established practice in Britain, so why shouldn't it be the same all around the world?",MIGRANTS,
Multi_CONAN,4609,Migrants are not welcome here.,"The rights of migrants cannot be limited, especially when it comes to creating a safe environment for our fellow human beings.",MIGRANTS,
Multi_CONAN,4610,"I do not like migrants, they are just a bunch of criminals and sex offenders.","This is not supported by any evidence. Whether or not you feel that way about migrants, they should be treated just like you would treat any other person.",MIGRANTS,
Multi_CONAN,4611,We cannot keep migrants in our country. They are a burden.,"Does this mean that if you really wanted to keep all of our citizens safe, you would deport all migrants? This is impossible, and against human rights.",MIGRANTS,
Multi_CONAN,4612,Immigrants are somehow inferior to whites because they come from inferior countries.,"A person's background is their own, and you do not have to be of that background to respect them.",MIGRANTS,
Multi_CONAN,4613,Immigrants should all be deported.,"Does it seem like a good idea to deport all immigrants, when there are so many of them peacefully living in the country? What about their human rights?",MIGRANTS,
Multi_CONAN,4614,Immigrants steal our jobs.,"This is not true, if they deserve it, they can be hired as anyone else. They do have the right to be here, and to work in the free market.",MIGRANTS,
Multi_CONAN,4615,Immigrants should all be taken back to their countries.,"Let's not be hypocritical here, we are talking about people who would often be deprived of their liberty and the right to a decent standard of living, if they stayed in their countries.",MIGRANTS,
Multi_CONAN,4616,Non-european immigrants are untrustworthy.,All immigrants have the same rights and we have a responsibility not to violate them.,MIGRANTS,
Multi_CONAN,4617,Migrants are a burden to the host country.,"Many European countries offer generous benefits to attract foreign workers, and this is a source of pride and prosperity for many of them.",MIGRANTS,
Multi_CONAN,4618,Migrants are a burden to the host country.,"In many cases it is the opportunities offered by European states that attracts foreign workers to work for them. They are a great contribution to the host country, rather than the other way around.",MIGRANTS,
Multi_CONAN,4619,Migrant workers are a burden to us.,To accept migrant workers is about creating a more integrated and equal society. So don't you think that it is something that positively contributes to society itself?,MIGRANTS,
Multi_CONAN,4620,Migrant children shouldn't be accepted here.,Migrants who come to this country as children are capable of integrating into the society. They should have the opportunity to work and contribute to our economy.,MIGRANTS,
Multi_CONAN,4621,Migrant workers are a burden to us.,"Many migrants coming to this country are aware of the benefits of integrating, as well as of the benefits of accepting responsibility for our society. And when they become part of our society, they are grateful for this chance to be part of it.",MIGRANTS,
Multi_CONAN,4622,Muslims have nothing to contribute to our society.,Why are you so sure of something so vague? How can you say that Muslims have nothing to contribute to our society? Do you have any proof of this?,MUSLIMS,
Multi_CONAN,4623,"Muslims have nothing to contribute to our society, they should leave the UK.",Perhaps we could talk about why Muslims are often asked to leave countries like the UK and what role they play in society.,MUSLIMS,
Multi_CONAN,4624,"I am just fed-up with Muslims. All I want is for them to be assimilated, or otherwise to leave.","You want people to integrate / assimilate? Have you tried making people feel welcome, as a first step to settling in? Just a thought.",MUSLIMS,
Multi_CONAN,4625,Muslim folks are ruining our countries,"They are not ""ruining our countries"" as you claim. They are just individuals choosing to live wherever they think they can have a better life.",MUSLIMS,
Multi_CONAN,4626,Muslims are a cancer in our British society and we must cope with this truth.,"The West is full of Muslims and they are all our brothers and sisters. We cannot be ""coping with the truth"" that they are a cancer to Britain, as this claim implies, because this is not true.",MUSLIMS,
Multi_CONAN,4627,"We are not in the position of allowing people to practise Islam religion, we are in the position of allowing people to hate that religion.","Let me be absolutely clear, you are not in the ""position"" of tolerating hate; you are in the position of condemning hatred, no matter who is the target.",MUSLIMS,
Multi_CONAN,4628,Muslims have no place in civilised Europe.,"Muslims are part of the European Union, and have lived here ever since. Their presence is evidence enough that they have always been a part of 'civilised' Europe.",MUSLIMS,
Multi_CONAN,4629,Muslim folks are immoral.,Does that mean that every Muslim in the world is an immoral person? I don't think so. Why would this be true?,MUSLIMS,
Multi_CONAN,4630,Muslims are just all child molesters.,"I don't know about you, but I never heard of any evidence of all Muslims being ""child molesters"".",MUSLIMS,
Multi_CONAN,4631,Islam is a totalitarian ideology that is hostile to other religions.,"Islam is just a religion, its supporters are free to practice their religion, as others do not impose their religion on them.",MUSLIMS,
Multi_CONAN,4632,Muslim folks are inferior to whites.,Who decides what is and is not 'inferior'? Do you have any scientific proof?,MUSLIMS,
Multi_CONAN,4633,What are muslims for? They are not humans. They are just a problem.,What do you mean by 'a problem'? Who said anything like that? How can you be sure?,MUSLIMS,
Multi_CONAN,4634,Muslims are all morally bad people.,"There is no need to separate people into 'morally good' and 'morally bad'. It is impossible to define someone as good or bad because Muslim or Christian, all religions are essentially personal beliefs.",MUSLIMS,
Multi_CONAN,4635,I can't stand Muslims. Why should I?,"Human rights are about respect for other people's beliefs, not hate against them.",MUSLIMS,
Multi_CONAN,4636,Muslims are not welcome in our country.,Why wouldn't Muslims be welcome in our country? We are all in this together.,MUSLIMS,
Multi_CONAN,4637,"Muslims should be banned, they are not like us.",All religions have value and should be accepted. What's the point of banning one faith?,MUSLIMS,
Multi_CONAN,4638,"Islam is a totalitarian ideology that promotes murder, rape and slavery.",Islam is a religion. It is a belief and a way of life. It is not a totalitarian ideology.,MUSLIMS,
Multi_CONAN,4639,Muslims are not welcome here. They are not like us and we don't want them.,What you are saying is that Muslims are not welcome in our country? Why shouldn't they be?,MUSLIMS,
Multi_CONAN,4640,Muslims have no place in civilised Europe.,"Muslims have been part of Europe for a long time, they have contributed to our culture and identity, and they are very proud of it. They should be treated as any other person would be.",MUSLIMS,
Multi_CONAN,4641,Why should I believe what Muslims say? Islam is a violent religion.,"There is no proof that Islam as a religion is violent. Instead, those who know it agrees that it is a peaceful religion.",MUSLIMS,
Multi_CONAN,4642,Muslim folks are all suicide bombers.,How can you be sure that they are all terrorists if you can't find any evidence of terrorism in the actions of most of them?,MUSLIMS,
Multi_CONAN,4643,The Koran has no place in our country.,"I don't see how the Koran would not have a place in the UK. The Koran says to love your neighbor as yourself. It does not say to hate others because of their religion, as you seem to be doing.",MUSLIMS,
Multi_CONAN,4644,The Koran is a lie and an abominable book.,I find it very difficult to believe that the Quran is not honest and trustworthy. Have you ever read it?,MUSLIMS,
Multi_CONAN,4645,"Islam is not a peaceful religion, it is a cult of violence and it should be made illegal.","Islam is a peaceful religion. We should talk about it, not try to make people fear or abandon it.",MUSLIMS,
Multi_CONAN,4646,"Islam is a death cult, it is a violent religion that can't be tamed.","The Koran does not tolerate violence, peace is a part of the faith and for this it should be tolerated.",MUSLIMS,
Multi_CONAN,4647,All Muslims are incompatible with any Western society.,"Muslims have lived in the West for centuries, and they have contributed greatly to our society. They are our brothers and sisters.",MUSLIMS,
Multi_CONAN,4648,All Muslims are incompatible with Western society.,Why should we fear Muslims? Why should we be afraid of them? It is a myth that all Muslims are incompatible with Western society: they have lived with us for a very long time.,MUSLIMS,
Multi_CONAN,4649,Muslim folks are violent and should not live here.,The Muslim people who have lived here for generations have been amazing and friendly. We can learn a lot from them.,MUSLIMS,
Multi_CONAN,4650,"No one wants to live in a country where Muslims are free to live as they wish, worship as they want, have sex as they want.","Muslims have the right to practice what they want, as long as they are not forcing others to live their way.",MUSLIMS,
Multi_CONAN,4651,Muslims have nothing to contribute to our society and aren't real British.,We are a country that is a mixture of different religions. You can be a Muslim and a British person. What you need is not discrimination but love.,MUSLIMS,
Multi_CONAN,4652,We should ban all Muslims from the UK.,Muslim-British people have contributed so much to our country. They are our brothers and sisters.,MUSLIMS,
Multi_CONAN,4653,Islam is a totalitarian doctrine that subverts the rights of its adherents and is incompatible with the laws of our country.,"The vast majority of Muslims are peaceful and tolerant law-abiding citizens, what you are saying has no foundation.",MUSLIMS,
Multi_CONAN,4654,"Black people are all diseased criminals, promiscuous sex addicts and thugs.","This is a generalisation. There is no evidence that black people are less healthy than other people, or that they have the characteristics you mentioned.",POC,
Multi_CONAN,4655,All black people are rapists and child molesters.,"I would be interested to see where you got the statement from. Is it from your family, a close friend, a religious leader, or is it from a reputable academic or media source?",POC,
Multi_CONAN,4656,Niggas are descending from slaves: they don't deserve to live in Britain.,"Slavery was banned in Britain in 1833. Today, people descending from those who were slaves feel at home in British society, and that's their right.",POC,
Multi_CONAN,4657,"If they are niggas, you can treat them as if they are scum.","Do you really think that someone's skin colour or nationality is a sign that they are scum, or inferior? It is just a little compassion that can lead you to better treatment in the world.",POC,
Multi_CONAN,4658,The world would be a better place without niggas.,"People of colour can exist here too. We just have different skin colours. And even if we all have different origins, this doesn't mean we shouldn't all be treated equally in society.",POC,
Multi_CONAN,4659,Niggas are just subhuman beings who should have no rights.,"All humans are born equal in the eyes of the law, regardless of race. What you are saying seems a little extreme.",POC,
Multi_CONAN,4660,Black people are genetically inferior to us.,"This is simply not true, but I'm guessing you're not a geneticist. Have you tired joining a library?.",POC,
Multi_CONAN,4661,Black people are genetically inferior to us.,"There are many different races, and it is not possible to consider someone ""inferior"" based on skin color.",POC,
Multi_CONAN,4662,Black people are just like apes in that they have no right to being trated equally.,"Being human is also about having respect for others, and that means being kind and accepting everyone's differences. Why should they be treated differently from you?",POC,
Multi_CONAN,4663,"Black people are obsessed with violence, and this creates problems like shootings in schools.","The violence in schools is not the fault of black people. There are several authorities responsible for creating this situation; for example racist teachers, lack of education in general, and also the lack of proper policing and education policies that makes it easier for people to commit crimes in schools.",POC,
Multi_CONAN,4664,Black folks are genetically inferior.,"It is not true that blacks are genetically inferior to others. As statistics and studies show, black people are genetically similar to their non-black counterparts.",POC,
Multi_CONAN,4665,"The blacks should be expelled from the U.S., only white people should remain because they are superior.","The U.S. is full of many different cultures and races, which I consider a lot more equal and human than what you propose.",POC,
Multi_CONAN,4666,Africans are subhuman and should not be part of our society.,We should understand that different skin colors are a part of the human condition. We have the right not to be friends with anyone but we must be just and take into account each person.,POC,
Multi_CONAN,4667,Afro-Americans are inferior citizens who are born to be oppressed.,"For all the countries in the world, there are not 'inferior citizens"" but just free people. To claim that Afro-Americans are born to be the ""oppressed"" is just wrong.",POC,
Multi_CONAN,4668,It is natural for white people to be racist against niggas.,"What you are saying is that white people do not find it strange to treat black people like this, when this is not acceptable. People of color are our brothers and sisters.",POC,
Multi_CONAN,4669,White people should be calling for black extermination. Or black can just go back to being our slaves.,Are you calling for the total extermination of the black population? Do you know that what you suggest is completely illegal and hate crime?,POC,
Multi_CONAN,4670,Niggas should just leave our country.,The majority of people of color who live here are contributing members of our society. Why shouldn't they live here?,POC,
Multi_CONAN,4671,Blacks have subhuman bodies.,I'm not sure what you're talking about. What are you saying? What evidence do you have that black people have bodies that are incompatible with being human?,POC,
Multi_CONAN,4672,"Black people are the reason why our country is in the mess it is in, because they are inferior.","Do you know how many African Americans served in the military during the Vietnam War? The United States comprises many races, and they should all be respected.",POC,
Multi_CONAN,4673,Black people are just like apes in that they are easy to control. They are obedient and subservient like we need.,I'm not sure what you mean by obedient and subservient. How many people of colour do you personally know?,POC,
Multi_CONAN,4674,"We don't need niggers in our country, they should all dead.","It's very strange that you don't think that your words are hurtful to others. If you did, you would see that racism is still very much a problem in our society.",POC,
Multi_CONAN,4675,"If only men were the ones to choose their partners, we'd all be so much happier. Women's opinion shouldn't be taken into account.","That is the most important thing: the choice to have a relationship with someone is freely to take for each person, regardless of gender.",WOMEN,
Multi_CONAN,4676,Feminism is a destructive force that is holding back the progress of humanity.,Don't you agree that feminism is necessary for the progress of humanity? I don't think you can be so critical at a time when so many people are suffering from toxic masculinity.,WOMEN,
Multi_CONAN,4677,Feminism is just an excuse for women to disrespect men's rights.,"If we are interested in human rights, we have a lot in common with feminism, as I see it. For example, we all have a duty to care for our fellow humans, regardless of gender.",WOMEN,
Multi_CONAN,4678,"Women are basically childlike, incapable of critical thought.",Women are human beings with the potential to be rational and thoughtful as anyone else. This is why I support women's right to choose their own happiness.,WOMEN,
Multi_CONAN,4679,Women are useful but should have no rights.,"Women must have the same rights as men, and their gender doesn't mean they should not be respected.",WOMEN,
Multi_CONAN,4680,Women should not be allowed to vote.,Upholding women's right to vote has improved the lot of all.,WOMEN,
Multi_CONAN,4681,Women should not be allowed to vote.,"Democracy is valid for all. People must be allowed to make their own decisions, regardless of their gender.",WOMEN,
Multi_CONAN,4682,Women want to do everything but are capable of nothing.,Women do have equal opportunities in this country under the law but the question is: how do we really treat them?,WOMEN,
Multi_CONAN,4683,Women who want to control their fertility are just prostitutes. They shouldn't be allowed to do so freely.,If women wanted to control their fertility they would be the only ones responsible for their own choice.,WOMEN,
Multi_CONAN,4684,"Men are smarter than women, who should be excluded from education.",This is just not true: women should have equality of access to education. and it is sad that they still need to justify this.,WOMEN,
Multi_CONAN,4685,Women shouldn't be allowed to vote.,"Women cannot be denied the right to vote, it is a human right.",WOMEN,
Multi_CONAN,4686,Women should not be allowed to vote.,"Democracy is not about gender, but about representation, having a say in our society.",WOMEN,
Multi_CONAN,4687,Women are subhuman and have no value.,"I think that it is both sexist and also dangerous to promote a certain view of women, which is why I don't think your idea can stand.",WOMEN,
Multi_CONAN,4688,"Women are subhuman, they are like little children.","Women have the legal right to make decisions for their lives, and they are undoubtedly able to exercise control over their own life.",WOMEN,
Multi_CONAN,4689,Women are a burden to society and should not be allowed to vote.,"The decision on who has the right to vote is based on the law. If you do not want to allow people to have the right to vote because of their gender, then you have a problem.",WOMEN,
Multi_CONAN,4690,Women desperately looking for men are just unacceptable.,"If women truly wanted to have relationships and fulfilment they should be allowed to, not being pressured into giving up on what they want.",WOMEN,
Multi_CONAN,4691,Women are nothing but trouble and shouldn't be allowed to leave their houses.,"There is nothing wrong with women wanting to have happy and fulfilling lives, wherever they may be.",WOMEN,
Multi_CONAN,4692,Women are not human. They should have no rights,"You should know that women are legally protected with human rights. They are free to live their lives as they wish, and to choose for their own happiness.",WOMEN,
Multi_CONAN,4693,"Women are not human, they are just children.",Women are human beings and must be treated with respect and dignity.,WOMEN,
Multi_CONAN,4694,Feminists are bitches who are trying to delete the natural differences between men and women.,"Feminists understand that men and women are different, but to ask for equal rights is not about denying this.",WOMEN,
Multi_CONAN,4695,Women are sexist bitches who are trying to say that they are superior to men.,"Men are still the primary aggressors in most sexual assaults, and women are victims in about as many cases. This is about sexism, don't you think?",WOMEN,
Multi_CONAN,4696,Women are inferior bitches who deserve to be oppressed.,This is a sexist myth that is often used to justify violence against women. Are you aware of this?,WOMEN,
Multi_CONAN,4697,Women aren't as smart as men.,"There is no evidence that women are less smart than men, and there is evidence that women are often disadvantaged. To suggest otherwise is just a form of sexism.",WOMEN,
Multi_CONAN,4698,All women are subhuman and are not worth the while of human rights.,"The concept of human dignity was established to protect people. Who deserves human rights, then? Women are to be respected.",WOMEN,
Multi_CONAN,4699,Women should not be allowed to vote. They are subhuman.,"Voting is a right for all citizens, regardless of gender, religion, or sexual preference.Aren't your antiquated assertions just our of place in comptemporary society?",WOMEN,
Multi_CONAN,4700,Women haven't the right to an abortion.,Abortion is a personal choice and women should have a special position in this regard.,WOMEN,
